Season Number,Episode Number,Startup Name,Pitch Number,Season Start,Season End,Original Air Date,Industry,Business Description,Company Website,UK Viewership,Channel Name,Pitchers Gender,Pitchers Average Age,Pitchers City,Pitchers State,Entrepreneur Names,Multiple Entrepreneurs,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Deal Successful,Total Deal Amount,Total Deal Equity,Deal Valuation,Number of Dragons in Deal,Investment Amount Per Dragon,Equity Per Dragon,Royalty Deal,Advisory Shares Equity,Loan,Deal Has Conditions,Peter Jones Investment Amount,Peter Jones Investment Equity,Deborah Meaden Investment Amount,Deborah Meaden Investment Equity,Duncan Bannatyne Investment Amount,Duncan Bannatyne Investment Equity,Theo Paphitis Investment Amount,Theo Paphitis Investment Equity,Touker Suleyman Investment Amount,Touker Suleyman Investment Equity,Sara Davies Investment Amount,Sara Davies Investment Equity,Guest Investment Amount,Guest Investment Equity,Invested Guest Name,Peter Jones Present,Deborah Meaden Present,Duncan Bannatyne Present,Theo Paphitis Present,Touker Suleyman Present,Sara Davies Present,Guest Present
2,4,SweetMandarin,105,15-Nov-05,20-Dec-05,6-Dec-05,Food and Beverage,Chinese ready meals,,2.46,BBC Two,,,,,Helen and Lisa Tse,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,
2,4,Yakibox,106,15-Nov-05,20-Dec-05,6-Dec-05,Food and Beverage,Japanese food ingredients and tools,,2.46,BBC Two,,,,,David Mlynski,0,100000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,
2,5,AtomicToys,107,15-Nov-05,20-Dec-05,13-Dec-05,Children/Education,Bmx style bikes,,2.41,BBC Two,,,,,Thomas O'Connell,0,200000,15,1333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,
2,5,BackBeauty,108,15-Nov-05,20-Dec-05,13-Dec-05,Fashion/Beauty,Back lotion and cream applicators,,2.41,BBC Two,,,,,Caroline Wagstaff,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,
2,5,BosteWaterLights,109,15-Nov-05,20-Dec-05,13-Dec-05,Lifestyle/Home,Lamps designed on the tranquillity of water,,2.41,BBC Two,,,,,Mark Strollery,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,
2,5,LightBulbChanger,110,15-Nov-05,20-Dec-05,13-Dec-05,Lifestyle/Home,Retractable safety aid for changing light bulbs,,2.41,BBC Two,,,,,Joe Solera,0,75000,49,153061,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,
2,5,LondonSportMagazine,111,15-Nov-05,20-Dec-05,13-Dec-05,Fitness/Sports/Outdoors,Sports magazine advertising dates for events,,2.41,BBC Two,,,,,Patrick Kelly,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,
2,5,MastiGames,112,15-Nov-05,20-Dec-05,13-Dec-05,Media/Entertainment,Board game themed around bollywood,,2.41,BBC Two,,,,,Meenal Devani,0,70000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,
2,5,NaturalBurial,113,15-Nov-05,20-Dec-05,13-Dec-05,Business Services,Environmentally friendly coffins and burials,,2.41,BBC Two,,,,,Edmund Green and Paul Ginns,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,
2,5,ProphetDesignsJewellery,114,15-Nov-05,20-Dec-05,13-Dec-05,Fitness/Sports/Outdoors,Multi-functional sports jewellery,,2.41,BBC Two,,,,,William Prophet,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,
2,5,TheGeneratingCompany,115,15-Nov-05,20-Dec-05,13-Dec-05,Fitness/Sports/Outdoors,Contemporary circus shows,,2.41,BBC Two,,,,,Paul Cockle,0,160000,40,400000,1,1,1,160000,40,400000,2,80000,20,,,,,80000,20,,,,,80000,20,,,,,,,,1,,1,1,,,
2,5,TORSportsSystems,116,15-Nov-05,20-Dec-05,13-Dec-05,Fitness/Sports/Outdoors,Electronic target practice for football training,,2.41,BBC Two,,,,,Peter Morrison and Sharon Hinds,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,
2,5,YouGetItBack,117,15-Nov-05,20-Dec-05,13-Dec-05,Lifestyle/Home,Sticky labels to prevent theft,,2.41,BBC Two,,,,,Frank Hannigan,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,
2,6,ElectronicConcierge,118,15-Nov-05,20-Dec-05,20-Dec-05,Electronics,Electronic information pad for hotels,,2.79,BBC Two,,,,,Chily Facher,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,
2,6,ExtremeSportsCameras,119,15-Nov-05,20-Dec-05,20-Dec-05,Fitness/Sports/Outdoors,Wireless camera for extreme sports,,2.79,BBC Two,,,,,Daniel Krywyj,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,
2,6,ModeAl,120,15-Nov-05,20-Dec-05,20-Dec-05,Lifestyle/Home,Custom furniture to house technology,,2.79,BBC Two,,,,,David Lees,0,225000,50,450000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,
2,6,OxideSkateboards,121,15-Nov-05,20-Dec-05,20-Dec-05,Fitness/Sports/Outdoors,Four wheeled skateboard,,2.79,BBC Two,,,,,Alyn Thomas,0,75000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,
2,6,PersonalTrainer,122,15-Nov-05,20-Dec-05,20-Dec-05,Fitness/Sports/Outdoors,Device recording data from workouts into personal computers,,2.79,BBC Two,,,,,Dave Raewlinson,0,80000,15,533333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,
2,6,PhoneFreePages,123,15-Nov-05,20-Dec-05,20-Dec-05,Lifestyle/Home,Phone directory for freephone numbers,,2.79,BBC Two,,,,,Carlton Beckford,0,200000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,
2,6,QeeZeePads,124,15-Nov-05,20-Dec-05,20-Dec-05,Green/CleanTech,Disposable sick bags with gel absorbing the waste,,2.79,BBC Two,,,,,Grant Dench and George Payler,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,
2,6,RelaxKids,125,15-Nov-05,20-Dec-05,20-Dec-05,Children/Education,Children's fairy tales told as relaxing stories,,2.79,BBC Two,,,,,Marneta Viegas,0,100000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,
2,6,ResIpsaClub,126,15-Nov-05,20-Dec-05,20-Dec-05,Lifestyle/Home,Private members club,,2.79,BBC Two,,,,,Craig Ian McAlpine,0,150000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,
2,6,RespiVest,127,15-Nov-05,20-Dec-05,20-Dec-05,Health/Wellness,Vest aiding breathing muscles,,2.79,BBC Two,,,,,Dr Mike Caine,0,100000,20,500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,
2,6,StereoscopicImageSystem,128,15-Nov-05,20-Dec-05,20-Dec-05,Lifestyle/Home,3D images camera,,2.79,BBC Two,,,,,Roger Bennett and Alan Scrace,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,
3,1,DesignerDogwear,129,3-Aug-06,21-Sep-06,3-Aug-06,Media/Entertainment,Detailed entertainment styled maps for cities,,2.52,BBC Two,,,,,Traci Curran and Fatima Saifee,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,1,DiscDrive,130,3-Aug-06,21-Sep-06,3-Aug-06,Software/Tech,Software designed to teach drivers,,2.52,BBC Two,,,,,Tina Johnson,0,150000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,1,EcoriderLtd,131,3-Aug-06,21-Sep-06,3-Aug-06,Fitness/Sports/Outdoors,Bio-diesel quad bike,,2.52,BBC Two,,,,,Manochehr Salek,0,50000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,1,Eggxactly,132,3-Aug-06,21-Sep-06,3-Aug-06,Lifestyle/Home,Water-free egg cooker,,2.52,BBC Two,,,,,James Seddon,0,75000,40,187500,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,1,HoudiniTheMusical,133,3-Aug-06,21-Sep-06,3-Aug-06,Media/Entertainment,Theatrical musical of the life of Harry Houdini,,2.52,BBC Two,,,,,Jamie Allen and Simon Lee,1,231750,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,1,LeafBooks,134,3-Aug-06,21-Sep-06,3-Aug-06,Lifestyle/Home,Short story books aimed for coffee shops,,2.52,BBC Two,,,,,Cecilia Morreau,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,1,NittyGrittyLtd,135,3-Aug-06,21-Sep-06,3-Aug-06,Media/Entertainment,Detailed entertainment styled maps for cities,,2.52,BBC Two,,,,,Anneliese Pritchard,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,1,NovaFlo,136,3-Aug-06,21-Sep-06,3-Aug-06,Lifestyle/Home,Water-overflow protection device,,2.52,BBC Two,,,,,James Barnham and Ian Sillett,1,150000,10,1500000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,1,StealthTable,137,3-Aug-06,21-Sep-06,3-Aug-06,Media/Entertainment,Multimedia entertainment table top,,2.52,BBC Two,,,,,Nick Nethercott,0,150000,25,600000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,1,TablePlanner,138,3-Aug-06,21-Sep-06,3-Aug-06,Fitness/Sports/Outdoors,Football themed table planning service,,2.52,BBC Two,,,,,Mike Daniels,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,1,TotallyDifferent,139,3-Aug-06,21-Sep-06,3-Aug-06,Green/CleanTech,Disposable toilet seat covers,,2.52,BBC Two,,,,,Jacquie Edwards,0,85000,10,850000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,2,AlpineCleaning,140,3-Aug-06,21-Sep-06,10-Aug-06,Business Services,Franchised HGV cleaning service,,2.48,BBC Two,,,,,Gary Taylor,0,200000,40,500000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,2,BellyBusters,141,3-Aug-06,21-Sep-06,10-Aug-06,Children/Education,Board game encouraging children to eat healthy food,,2.48,BBC Two,,,,,Sue Andrews,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,2,EasyXChair,142,3-Aug-06,21-Sep-06,10-Aug-06,Health/Wellness,Sofa chair incorporated with exercise tools,,2.48,BBC Two,,,,,Peter Ashley,0,75000,15,500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,2,EmptyMe,143,3-Aug-06,21-Sep-06,10-Aug-06,Fitness/Sports/Outdoors,Foldable picnic bag and mat,,2.48,BBC Two,,,,,Asli Bohane,0,50000,51,98039,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,2,Kardocktor,144,3-Aug-06,21-Sep-06,10-Aug-06,Fitness/Sports/Outdoors,Premium rate helpline for motorists,,2.48,BBC Two,,,,,Lee Wood,0,150000,15,1000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,2,Legato,145,3-Aug-06,21-Sep-06,10-Aug-06,Fashion/Beauty,Wax based hair removal,,2.48,BBC Two,,,,,Susan Ayton,0,150000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,2,SnipSnap,146,3-Aug-06,21-Sep-06,10-Aug-06,Children/Education,Children's hair-dressing franchise,,2.48,BBC Two,,,,,Marion Burns,0,130000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,2,SpiderPlatform,147,3-Aug-06,21-Sep-06,10-Aug-06,Business Services,Mobility device for builders accessing heights,,2.48,BBC Two,,,,,Kevin Peter Bray and Colin Wilson,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,2,SteakontheStone,148,3-Aug-06,21-Sep-06,10-Aug-06,Lifestyle/Home,Stone hot-plate for cooking meat,,2.48,BBC Two,,,,,Nick Metcalf,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,2,TheBonks,149,3-Aug-06,21-Sep-06,10-Aug-06,Business Services,Figurines furniture items,,2.48,BBC Two,,,,,Christine Clayton and Pauline Bacon,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,3,Chicurela,150,3-Aug-06,21-Sep-06,17-Aug-06,Fashion/Beauty,High-end salmon skin leather fashion accessories,,2.88,BBC Two,,,,,Laura Chicurel,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,3,CrystalBoots,151,3-Aug-06,21-Sep-06,17-Aug-06,Fashion/Beauty,Wellington boots with interchangeable appearances,,2.88,BBC Two,,,,,Bunny Hargreaves,0,100000,30,333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,3,FirstLightSolutions,152,3-Aug-06,21-Sep-06,17-Aug-06,Business Services,A sonar-based man-overboard detection system,,2.88,BBC Two,,,,,Matthew Hazell,0,100000,30,333333,1,1,1,100000,30,333333,1,100000,30,,,,,,,,,,,,,,,,,100000,30,RichardFarleigh,1,1,1,1,,,1
3,3,Itsa,153,3-Aug-06,21-Sep-06,17-Aug-06,Fitness/Sports/Outdoors,Beach bag extending into a towel,,2.88,BBC Two,,,,,David and Sarah Glashan,1,250000,20,1250000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,3,ShadowRobot,154,3-Aug-06,21-Sep-06,17-Aug-06,Green/CleanTech,Robotic hand used by bomb disposal experts,,2.88,BBC Two,,,,,Marc Williams and Richard Walker,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,3,Sleepcatcher,155,3-Aug-06,21-Sep-06,17-Aug-06,Fitness/Sports/Outdoors,Hammock doubling as a tent,,2.88,BBC Two,,,,,Daniel Chipchase,0,75000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,3,SoftPaws,156,3-Aug-06,21-Sep-06,17-Aug-06,Pet Products,Paw protection for cats,,2.88,BBC Two,,,,,Peter To,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,3,TheKnowledge,157,3-Aug-06,21-Sep-06,17-Aug-06,Business Services,Premium-rate telephone line for navigation in London,,2.88,BBC Two,,,,,Gerard Tomnay,0,150000,30,500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,3,TidyTower,158,3-Aug-06,21-Sep-06,17-Aug-06,Children/Education,Fold away tidying unit for toys,,2.88,BBC Two,,,,,Simon Baldwin,0,100000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,3,UR-InThePaper,159,3-Aug-06,21-Sep-06,17-Aug-06,Business Services,Personalised tabloid newspaper covers,,2.88,BBC Two,,,,,Rebecca Philipson,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,4,BubbleHouseWormFarming,160,3-Aug-06,21-Sep-06,24-Aug-06,Business Services,Worm breeding farm for fertilising and fish-bait,,3.03,BBC Two,,,,,Shelia Nelson and Nike Finister,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,4,DIYartsystems,161,3-Aug-06,21-Sep-06,24-Aug-06,Business Services,Professional help service for home decorations,,3.03,BBC Two,,,,,Mike Edwards,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,4,FreshFeetShowerMat,162,3-Aug-06,21-Sep-06,24-Aug-06,Lifestyle/Home,Foot cleaning shower mat and gel,,3.03,BBC Two,,,,,Adam Marshall,0,150000,17,882353,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,4,FVGenerationLTD,163,3-Aug-06,21-Sep-06,24-Aug-06,Lifestyle/Home,Refrigeration tool to preserve freshness of meat and vegetables,,3.03,BBC Two,,,,,Roark McMaster,0,50000,40,125000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,4,KickGolf,164,3-Aug-06,21-Sep-06,24-Aug-06,Fitness/Sports/Outdoors,Device for kicking balls into posts circle containers,,3.03,BBC Two,,,,,Tim Nye,0,200000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,4,MixAlbum,165,3-Aug-06,21-Sep-06,24-Aug-06,Software/Tech,Dance download site with digital mixing software,,3.03,BBC Two,,,,,Ian Chamings,0,150000,40,375000,1,1,1,150000,40,375000,2,75000,20,,,,,,,75000,20,,,75000,20,,,,,,,,1,1,1,1,,,
3,4,PlatinumWines,166,3-Aug-06,21-Sep-06,24-Aug-06,Liquor/Alcohol,Device refreshing corked wines,,3.03,BBC Two,,,,,Dr Peter Myers,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,4,SwirledCandyFloss,167,3-Aug-06,21-Sep-06,24-Aug-06,Food and Beverage,Multi-flavoured candy-flosswa,,3.03,BBC Two,,,,,Elizabeth Light and Michelle Jones,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,4,Yogabugs,168,3-Aug-06,21-Sep-06,24-Aug-06,Children/Education,Children's yoga and mindfulness activity,,3.03,BBC Two,,,,,Fenella Lindsell and Lara Goodbody,1,250000,30,833333,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,5,AcaiJuice,169,3-Aug-06,21-Sep-06,31-Aug-06,Food and Beverage,Brazilian fruit-based soft drink,,3.03,BBC Two,,,,,"Shelley Green, Lydia and Annabelle Kerley",1,150000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,5,Caledonian-MathesonAirways,170,3-Aug-06,21-Sep-06,31-Aug-06,Automotive,Transport & sightseeing via private aeroplane service,,3.03,BBC Two,,,,,Peter Matheson,0,150000,15,1000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,5,CheraxCrayfish,171,3-Aug-06,21-Sep-06,31-Aug-06,Food and Beverage,Live crayfish breeding for caterers and restaurants,,3.03,BBC Two,,,,,Tony Redfearn,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,5,CoachingBall,172,3-Aug-06,21-Sep-06,31-Aug-06,Children/Education,Football with printed illustrations to help children learn to kick,,3.03,BBC Two,,,,,Mark and Wendy Litherland,1,50000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,5,DrCap,173,3-Aug-06,21-Sep-06,31-Aug-06,Fitness/Sports/Outdoors,Chain of shops selling baseball caps,,3.03,BBC Two,,,,,Richard Lee and Daren Duraidi,1,150000,50,300000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,5,EasyTank,174,3-Aug-06,21-Sep-06,31-Aug-06,Lifestyle/Home,Portable water storage container,,3.03,BBC Two,,,,,Jim Tucker,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,5,HeritageTables,175,3-Aug-06,21-Sep-06,31-Aug-06,Food and Beverage,"Coffee Tables, Dining Tables and Games Tables",,3.03,BBC Two,,,,,Paul and Tom Simpson,1,100000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,5,IDScanBiometrics,176,3-Aug-06,21-Sep-06,31-Aug-06,Software/Tech,Identity document scanning and storage,,3.03,BBC Two,,,,,Tamlyn Thompson,0,250000,50,500000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,5,PuckPuzzles,177,3-Aug-06,21-Sep-06,31-Aug-06,Fitness/Sports/Outdoors,3D puzzle board games,,3.03,BBC Two,,,,,Richard Kitching,0,75000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,5,TwistedMartini,178,3-Aug-06,21-Sep-06,31-Aug-06,Software/Tech,Dating website,,3.03,BBC Two,,,,,April Hutchen,0,80000,25,320000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,6,AxisKeyboard,179,3-Aug-06,21-Sep-06,7-Sep-06,Media/Entertainment,Musical instrument designed as axis keyboard,,3.35,BBC Two,,,,,Peter Davis,0,100000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,6,BabyGrippa,180,3-Aug-06,21-Sep-06,7-Sep-06,Children/Education,Non-latex napkin stopping infants from slipping in seats,,3.35,BBC Two,,,,,Gavin David,0,150000,25,600000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,6,CaddyMotion,181,3-Aug-06,21-Sep-06,7-Sep-06,Fitness/Sports/Outdoors,Portable charging device for batteries for golf buggies,,3.35,BBC Two,,,,,John Mooney and Andy O'Reilly,1,250000,50,500000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,6,Eve'olutionSolutions,182,3-Aug-06,21-Sep-06,7-Sep-06,Business Services,Female-only employment agency in construction,,3.35,BBC Two,,,,,Jude Camplin and Chrissie Shaw,1,150000,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,6,Fraudguard,183,3-Aug-06,21-Sep-06,7-Sep-06,Lifestyle/Home,Pen marking out sensitive information on documents,,3.35,BBC Two,,,,,John Tradewll,0,50000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,6,GoldenChimes,184,3-Aug-06,21-Sep-06,7-Sep-06,Business Services,Mobile bell-ringing units for religious ceremonies,,3.35,BBC Two,,,,,John Hewitt and Darren Woodyer,1,100000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,6,NutsPokerLeague,185,3-Aug-06,21-Sep-06,7-Sep-06,Fitness/Sports/Outdoors,Pub-based tournament poker league,,3.35,BBC Two,,,,,Stephen Bellis,0,50000,40,125000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,6,Polistas,186,3-Aug-06,21-Sep-06,7-Sep-06,Fitness/Sports/Outdoors,Retail outlet for polo shirts,,3.35,BBC Two,,,,,John Moreland-Lynn,0,200000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,6,ZippityDuvet,187,3-Aug-06,21-Sep-06,7-Sep-06,Lifestyle/Home,Foldable and portable carriage for duvets,,3.35,BBC Two,,,,,Nicola Carter,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,7,Autosafe,188,3-Aug-06,21-Sep-06,14-Sep-06,Automotive,A seat-belt height adjuster,,3.38,BBC Two,,,,,Peter Sesay,0,100000,50,200000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,7,BingBangBong,189,3-Aug-06,21-Sep-06,14-Sep-06,Fitness/Sports/Outdoors,Design and manufacture of outdoor musical instruments,,3.38,BBC Two,,,,,Paul Marshall,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,7,Crickhitter,190,3-Aug-06,21-Sep-06,14-Sep-06,Fitness/Sports/Outdoors,Teaching aid for cricket,,3.38,BBC Two,,,,,David Daniels,0,170000,20,850000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,7,GardenGopher,191,3-Aug-06,21-Sep-06,14-Sep-06,Green/CleanTech,Trolley for gardeners holding tools and waste up to 50lbs,,3.38,BBC Two,,,,,Rachel Price,0,150000,50,300000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,7,Hesketh4x4RazorBlades,192,3-Aug-06,21-Sep-06,14-Sep-06,Lifestyle/Home,Alternating razor blades,,3.38,BBC Two,,,,,Mark Hesketh,0,260000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,7,JivanaStyle,193,3-Aug-06,21-Sep-06,14-Sep-06,Lifestyle/Home,Asian themed greeting cards,,3.38,BBC Two,,,,,Samantha Alfred,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,7,Pourfect,194,3-Aug-06,21-Sep-06,14-Sep-06,Lifestyle/Home,Liquid container designed to reduce overflow,,3.38,BBC Two,,,,,Jason Bayliffe,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,7,Storycode,195,3-Aug-06,21-Sep-06,14-Sep-06,Software/Tech,Comparison website for paperback recommendations,,3.38,BBC Two,,,,,Stephen Johnston,0,200000,20,1000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,7,TalkingToothTimer,196,3-Aug-06,21-Sep-06,14-Sep-06,Children/Education,Mobile app designed to teach children how to brush their teeth,,3.38,BBC Two,,,,,Sharon Palmer,0,75000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,8,CoinMetrics,197,3-Aug-06,21-Sep-06,21-Sep-06,Software/Tech,Technology to monitor cash operations for slot machines,,3.9,BBC Two,,,,,Ian Daintith and Richard Adams,1,200000,25,800000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,8,PiIntheSky,198,3-Aug-06,21-Sep-06,21-Sep-06,Business Services,Advertising via remote controlled air-ships,,3.9,BBC Two,,,,,Tara Dayer-Smith and Howard Letch,1,250000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,8,Skyrota,199,3-Aug-06,21-Sep-06,21-Sep-06,Business Services,Energy production via wind turbine system,,3.9,BBC Two,,,,,Richard Chadwick,0,160000,5,3200000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,8,Smartchartz,200,3-Aug-06,21-Sep-06,21-Sep-06,Children/Education,Picture system to discourage bad behavior in children,,3.9,BBC Two,,,,,Abiola Ajaye-Obe,0,180000,18,1000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
3,8,Trunki,201,3-Aug-06,21-Sep-06,21-Sep-06,Children/Education,Luggage suitcase for children,,3.9,BBC Two,,,,,Rob Law,0,150000,50,300000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
4,1,GetYourHeadRoundIt,202,7-Feb-06,21-Mar-07,7-Feb-07,Software/Tech,Online education system using puppeteers as mentors,,3.38,BBC Two,,,,,Steve Wright,0,147000,25,588000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,
4,1,Igloo,203,7-Feb-06,21-Mar-07,7-Feb-07,Business Services,Specialist chilled and frozen transport services,,3.38,BBC Two,,,,,Anthony Coates- Smith and Alistair Turner,1,160000,22.5,711111,1,1,1,160000,22.5,711111,2,80000,11.25,,,,,,,,,80000,11.25,,,,,,,80000,11.25,RichardFarleigh,1,1,1,1,,,1
